battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1662,0,0.5,0,0,1,61,0.8,126,4,13,32,1509.0,3760.0,9,5,13,1,1,1,1
1749,1,0.5,1,7,1,49,0.8,178,1,8,470,775.0,2195.0,5,4,4,1,0,1,1
1023,1,0.7,0,2,1,170,0.7,153,7,8,367,1985.0,3155.0,11,10,7,1,1,1,1
1264,0,2.9,1,2,1,34,0.2,171,3,3,562,849.0,419.0,7,4,3,1,1,1,0
1054,0,1.1,1,10,1,38,0.4,136,6,12,1097,1222.0,1675.0,18,4,14,1,1,1,0
1048,1,1.5,0,2,1,29,1.0,182,1,4,29,1670.0,2146.0,11,10,2,1,0,0,0
1225,1,2.1,1,8,0,13,0.5,116,4,12,759,1404.0,,12,11,11,0,0,0,1
769,1,1.2,0,2,0,17,0.1,95,8,4,1384,1454.0,1877.0,18,2,11,0,0,1,0
1715,0,1.0,1,4,1,31,0.5,83,8,17,638,1615.0,625.0,17,6,13,1,0,0,1
1339,1,0.5,1,10,1,21,0.5,80,4,11,833,,1.0,8,3,3,1,1,0,0
674,1,2.8,1,0,1,8,0.2,93,3,0,750,772.0,589.0,18,6,4,1,1,0,0
804,1,0.8,1,12,1,41,0.9,89,1,13,709,818.0,2027.0,11,5,11,1,0,0,0
1582,0,2.8,0,2,1,44,0.5,112,6,13,1486,1797.0,3890.0,17,10,10,1,1,1,1
691,1,2.7,1,4,1,33,0.9,108,4,8,951,962.0,424.0,5,3,15,1,1,1,0
1004,1,2.9,1,0,0,35,0.2,141,6,9,901,1162.0,3772.0,17,8,18,0,1,1,1
1772,1,0.5,1,3,0,64,0.7,116,8,15,270,545.0,1.0,5,2,20,0,1,1,0
1193,1,2.3,0,7,0,20,1.0,158,7,13,1442,1904.0,1958.0,7,5,2,1,0,0,1
1217,1,,0,3,0,17,0.5,182,4,13,628,632.0,1711.0,7,3,9,1,0,1,0
1933,0,2.8,1,1,0,16,0.5,154,3,9,229,,838.0,14,2,18,0,1,0,0
1699,0,0.5,1,1,0,59,0.5,97,4,3,466,,3796.0,17,10,12,0,1,1,1
1901,1,0.5,0,5,1,41,0.6,131,2,17,3,1662.0,,5,1,12,1,0,0,0
1856,0,0.5,1,0,1,24,0.1,155,5,1,277,1155.0,2052.0,17,6,10,1,1,0,1
589,1,2.3,1,1,0,61,0.6,160,4,10,429,815.0,2113.0,13,7,2,1,0,1,0
1130,0,,1,0,0,27,0.9,101,1,8,1495,1579.0,1.0,14,5,11,1,1,0,0
811,1,2.4,1,5,1,2,0.3,106,6,13,333,1429.0,2111.0,18,7,2,1,0,1,0
1827,1,0.8,0,4,0,61,0.9,130,7,9,253,1764.0,2693.0,8,3,7,0,1,1,1
1724,1,1.8,0,0,1,9,0.8,100,2,1,655,828.0,3056.0,18,16,6,1,0,0,1
1577,0,1.0,1,0,1,64,0.1,105,3,7,116,1432.0,2967.0,7,3,7,1,1,1,1
1954,0,,1,8,0,7,0.9,126,3,9,673,690.0,3438.0,17,12,13,1,0,0,1
1053,1,0.8,1,7,1,45,0.3,103,1,12,594,1767.0,3086.0,17,6,5,1,1,1,1
765,0,0.5,1,0,1,47,0.3,115,8,1,1277,,2243.0,11,7,4,1,0,1,1
713,1,1.6,0,7,1,2,0.4,181,8,9,1211,1378.0,485.0,10,6,4,1,1,1,0
518,0,0.8,1,0,0,3,0.1,178,7,1,437,1947.0,2832.0,5,0,8,1,0,1,1
609,1,,0,15,1,44,0.3,117,1,16,58,1253.0,2581.0,15,11,15,1,0,1,0
1403,1,2.5,1,3,0,62,0.9,90,4,13,217,1623.0,1.0,14,13,18,1,0,0,0
1008,0,2.5,0,3,0,36,1.0,109,1,14,825,1972.0,1083.0,6,4,6,0,0,0,1
1472,1,2.3,0,6,0,61,0.1,168,6,19,710,1052.0,2677.0,19,15,8,1,0,0,1
1572,0,0.6,0,0,1,58,0.2,157,7,8,1109,1937.0,2462.0,12,8,10,1,0,0,1
1845,1,0.5,1,10,0,61,0.3,96,1,12,292,695.0,1.0,9,5,6,0,0,0,0
1713,0,3.0,1,5,1,20,0.9,104,7,17,237,890.0,1.0,11,10,10,1,0,0,0
904,0,1.6,1,5,1,14,0.2,102,8,9,56,760.0,1846.0,7,0,3,1,0,1,0
1702,1,0.5,1,8,0,2,0.6,185,6,19,921,1351.0,435.0,12,9,3,0,1,1,0
1449,1,0.5,1,0,0,52,0.6,105,6,0,211,947.0,2036.0,5,1,10,0,1,0,0
1566,1,0.5,1,0,0,20,0.5,126,2,0,1603,1930.0,659.0,14,9,13,1,1,1,0
940,0,2.9,0,0,0,16,0.7,115,4,1,499,1090.0,2192.0,15,13,9,1,1,1,0
623,1,0.9,0,1,1,3,0.1,102,8,7,1749,1781.0,1.0,16,13,3,1,0,1,1
1002,0,2.7,1,16,1,11,0.4,185,6,18,285,,961.0,10,7,19,1,0,1,0
1362,0,0.5,0,3,0,25,0.8,131,7,9,553,,995.0,7,6,18,0,1,1,0
1805,1,0.5,0,0,0,29,0.2,182,4,2,758,891.0,1276.0,19,4,17,0,1,0,0
1604,0,1.2,0,1,0,6,0.5,191,6,15,68,1042.0,1.0,7,2,2,1,1,0,1
504,1,2.8,1,2,0,54,0.4,163,2,10,1207,1539.0,2378.0,17,11,2,1,0,0,1
513,1,0.5,0,6,1,44,0.1,186,4,12,619,867.0,1.0,5,1,9,1,1,0,0
1644,0,,0,0,1,44,1.0,137,8,0,358,791.0,2360.0,7,4,19,1,0,0,1
1456,1,0.5,1,7,0,7,0.4,105,5,12,823,1104.0,1587.0,6,5,20,1,0,1,0
1930,1,2.0,0,11,0,16,0.8,186,8,12,1901,1920.0,,17,3,13,0,0,1,1
1380,1,2.1,1,1,1,4,0.8,92,3,13,420,500.0,797.0,13,2,15,1,1,0,0
1318,0,1.9,1,0,1,11,0.8,188,2,15,688,1591.0,1780.0,12,10,2,1,0,0,0
563,0,2.0,1,3,0,47,0.3,115,7,12,211,684.0,3012.0,14,4,15,1,0,0,1
832,1,,1,1,1,5,0.1,165,5,2,9,1944.0,,12,5,14,1,1,1,1
1786,0,2.6,0,6,0,14,1.0,115,4,15,616,912.0,1.0,18,0,14,1,0,0,1
1254,1,1.2,0,2,1,27,0.2,134,2,10,1288,1372.0,817.0,14,1,16,1,1,1,0
1971,1,0.5,1,0,0,40,0.3,186,7,19,485,922.0,1.0,8,7,17,1,1,0,0
713,0,1.6,0,4,1,63,0.7,89,2,8,103,1760.0,2082.0,15,10,12,1,0,0,0
1358,0,2.5,1,0,0,20,0.6,135,7,0,1485,1655.0,1.0,5,1,11,0,0,1,1
603,1,0.7,1,0,1,64,0.2,156,6,0,1842,1968.0,1.0,10,4,8,1,1,1,0
1855,0,0.5,0,5,0,32,0.6,187,8,18,267,1161.0,3933.0,7,0,7,1,0,1,1
553,0,2.4,1,1,1,8,0.5,121,7,3,325,902.0,1204.0,11,4,8,1,1,1,0
625,1,1.9,0,12,1,33,0.2,191,1,20,431,550.0,1.0,10,6,2,1,0,0,1
1972,1,,0,0,0,48,0.5,92,8,2,290,804.0,2872.0,7,2,11,1,0,1,1
1853,0,,1,1,0,27,0.3,197,6,13,985,1005.0,1973.0,10,2,8,1,0,1,1
1260,1,2.0,1,2,1,23,0.2,123,7,10,905,1313.0,1.0,12,11,10,1,0,1,1
1860,0,0.5,1,2,1,55,0.7,83,6,3,195,,676.0,15,0,4,1,0,1,0
662,0,0.5,0,5,0,20,0.8,138,1,10,1001,1224.0,1.0,17,15,15,0,1,1,0
950,1,0.5,0,9,0,55,0.1,156,5,10,774,843.0,1.0,14,12,13,0,1,0,0
1008,0,0.8,0,11,0,61,1.0,114,3,15,1077,1122.0,2009.0,10,3,11,1,0,0,0
994,1,2.8,1,0,0,56,0.5,173,3,3,491,530.0,,5,2,20,1,1,1,1
967,1,1.6,0,4,0,25,0.6,92,8,9,243,1642.0,1.0,7,4,18,0,1,1,1
1724,0,2.0,1,2,1,57,0.5,177,3,5,1605,1924.0,2822.0,19,3,16,1,1,0,1
835,0,,1,2,1,42,0.8,128,5,18,396,1378.0,2583.0,15,2,13,1,1,1,1
1695,1,,1,2,1,47,0.5,189,5,13,308,1208.0,1.0,8,6,11,1,1,0,0
1562,1,0.7,0,0,0,55,0.1,140,8,1,1032,1776.0,2096.0,15,3,3,0,0,0,1
648,0,,1,4,0,8,1.0,91,5,19,819,1997.0,1.0,8,7,4,0,0,1,1
589,1,0.5,0,1,1,59,0.7,146,8,4,759,1858.0,,16,10,6,1,1,1,0
1602,1,,1,4,1,38,0.7,114,3,20,466,788.0,1.0,8,7,20,1,0,0,0
1406,0,0.5,1,2,1,34,0.8,98,3,5,1017,1366.0,3915.0,9,8,2,1,0,1,1
1197,0,1.3,0,3,1,20,0.5,149,6,7,649,1629.0,1797.0,19,5,4,1,1,1,0
843,1,0.5,0,1,1,56,0.1,147,5,17,140,800.0,2341.0,10,1,20,1,1,1,0
514,1,0.7,0,4,0,57,0.1,186,3,7,168,1320.0,687.0,6,0,20,1,1,1,0
576,0,0.8,0,0,1,27,0.1,121,2,4,757,1518.0,1.0,18,6,8,1,0,1,0
1837,0,1.0,1,5,1,12,0.9,103,8,6,1420,1539.0,2294.0,8,7,20,1,0,1,1
761,1,0.5,0,9,0,3,0.8,196,7,15,1325,1945.0,2248.0,19,3,15,1,1,1,1
957,1,2.5,0,4,0,7,0.8,107,5,10,1201,1485.0,1846.0,12,5,7,1,0,1,1
701,1,0.7,0,7,0,15,0.5,160,3,11,1002,1256.0,1756.0,6,3,17,1,1,1,0
1634,1,1.4,0,1,1,17,0.2,200,2,5,964,,3031.0,11,6,6,1,1,1,1
1820,1,1.4,0,5,0,51,0.9,163,7,10,202,1884.0,2481.0,11,9,11,0,0,0,1
1715,0,1.3,0,0,1,12,0.3,94,8,6,1224,1676.0,1633.0,15,10,5,1,1,1,1
1883,1,2.7,1,6,1,30,0.5,95,2,10,531,,3724.0,16,15,20,1,1,1,1
1735,0,1.8,1,16,0,34,0.1,140,2,17,149,876.0,2392.0,17,15,40,1,0,1,1
1732,0,,0,2,0,61,0.3,172,5,3,201,656.0,1.0,17,11,20,0,1,1,1
972,1,0.5,1,5,0,13,0.4,193,5,8,1392,1795.0,1615.0,11,6,13,0,1,0,0
1979,1,1.6,1,0,0,32,0.2,165,7,1,833,1630.0,,13,6,14,0,1,0,0
1035,1,1.9,1,8,0,11,1.0,173,6,10,831,,2002.0,17,8,5,1,1,0,0
805,1,0.7,0,0,0,64,0.1,97,4,14,641,704.0,418.0,11,6,17,0,1,1,0
1589,1,0.6,1,0,1,58,0.9,85,7,7,319,1206.0,3464.0,19,10,6,1,1,1,1
873,1,0.5,1,6,0,8,0.6,152,7,9,1257,1411.0,575.0,15,8,7,1,0,1,0
1009,1,,1,2,0,2,0.6,102,8,14,912,1043.0,1716.0,7,5,15,0,0,0,0
1450,1,2.7,1,9,0,19,0.6,131,1,17,707,1882.0,575.0,15,9,12,0,0,0,0
1236,0,0.9,1,2,1,57,0.1,188,1,14,517,809.0,1406.0,14,12,20,1,0,1,0
1232,0,2.9,1,1,1,24,0.3,169,5,17,361,809.0,1257.0,16,10,16,1,0,0,1
1673,1,1.6,0,2,0,42,0.5,182,5,6,214,,1.0,12,4,20,0,0,0,1
684,1,0.9,1,3,1,63,1.0,157,5,9,159,1738.0,3756.0,17,5,12,1,1,1,1
1104,0,1.7,0,1,1,60,0.4,199,2,13,653,1413.0,1229.0,6,0,3,1,1,1,0
1205,0,0.5,1,3,0,12,0.6,175,4,6,573,614.0,860.0,14,1,14,1,0,1,0
1163,1,2.1,1,0,1,19,0.9,132,2,1,728,818.0,1.0,13,0,15,1,0,1,1
823,0,1.0,1,9,1,18,0.2,182,5,16,1180,1350.0,,13,10,9,1,1,0,1
1275,1,0.5,1,3,1,5,0.2,152,1,9,19,501.0,,13,4,4,1,1,0,1
1914,0,0.7,0,1,0,35,0.6,118,8,2,942,,643.0,17,1,8,1,0,1,0
1068,0,2.0,1,1,1,37,0.9,184,7,13,186,1998.0,1803.0,5,4,7,1,0,0,0
1595,1,0.8,1,0,1,44,0.7,85,4,20,1024,1838.0,3881.0,14,10,9,1,0,1,1
1191,0,0.8,0,6,1,46,0.8,89,6,9,42,807.0,824.0,19,18,7,1,0,0,0
1336,0,0.9,0,5,1,17,0.2,194,5,9,55,583.0,1869.0,13,1,16,1,1,1,0
1253,1,0.5,1,5,1,5,0.2,152,2,19,685,714.0,1878.0,15,0,4,1,1,0,0
1103,0,1.0,1,6,0,29,0.7,111,6,8,990,1486.0,1837.0,8,7,16,0,1,1,0
874,0,1.3,0,5,0,8,0.5,185,1,20,442,1248.0,582.0,6,4,15,0,0,0,1
558,1,2.8,0,1,1,49,0.8,142,5,4,997,1605.0,392.0,10,5,8,1,1,1,0
1780,1,0.5,0,6,0,27,0.1,190,4,11,1331,1463.0,2776.0,19,17,14,1,1,1,1
1263,0,0.5,0,12,0,64,0.3,175,5,18,178,1883.0,1.0,14,3,17,0,0,1,1
1355,0,2.3,0,10,1,23,0.2,132,5,16,651,891.0,880.0,19,4,8,1,1,0,0
528,0,1.7,0,12,1,6,0.8,142,2,15,574,637.0,3256.0,9,8,6,1,1,0,1
1648,1,0.5,0,1,1,17,0.9,142,2,3,1119,1238.0,1.0,6,2,2,1,0,1,0
1454,1,1.6,0,6,1,21,0.2,160,4,10,186,1100.0,719.0,14,10,10,1,1,1,1
767,0,1.9,0,16,1,19,0.2,185,6,17,271,1000.0,2445.0,6,1,6,1,1,1,0
1441,0,2.1,1,11,1,3,0.1,118,8,17,577,,2317.0,16,4,7,1,0,1,1
1923,0,1.0,1,5,1,14,0.9,154,4,6,15,525.0,1.0,13,0,16,1,0,1,1
1926,1,1.1,0,13,1,50,0.2,179,6,17,371,1000.0,3809.0,17,12,17,1,1,0,1
1965,1,0.5,0,4,1,29,0.5,149,5,13,584,,1.0,11,1,20,1,1,1,1
1811,0,2.9,0,0,0,33,0.2,132,8,2,1099,1553.0,,8,3,13,1,1,0,1
1968,0,0.9,0,0,0,22,0.8,115,3,7,861,,2323.0,9,8,7,0,0,1,1
1308,0,1.9,0,0,1,61,0.7,106,3,7,59,1215.0,3355.0,15,2,4,1,0,1,1
541,1,2.3,0,4,0,51,0.4,200,8,17,1012,1226.0,403.0,11,2,12,0,0,0,0
504,1,0.5,1,5,0,16,0.1,166,1,9,767,1665.0,701.0,17,15,15,1,0,1,1
1827,0,1.7,0,4,1,39,0.5,128,5,16,55,1020.0,2844.0,14,9,10,1,1,0,1
1550,1,2.5,0,6,0,21,0.8,133,2,11,268,832.0,2338.0,16,1,15,0,1,0,1
1807,1,0.5,1,2,1,61,0.1,134,6,6,1734,1968.0,3726.0,8,5,15,1,0,0,1
767,0,0.8,0,7,1,10,0.5,107,4,12,517,1995.0,2317.0,6,0,12,1,1,1,1
816,1,0.5,0,4,0,14,0.9,198,3,13,149,,1018.0,17,10,15,1,0,0,0
1472,0,,1,1,0,36,0.5,130,6,10,1452,1744.0,1.0,12,11,7,1,1,0,0
1321,1,1.3,0,0,1,63,0.4,109,8,9,817,941.0,,7,6,16,1,1,1,0
882,0,0.7,1,9,1,28,0.2,151,6,16,248,884.0,751.0,19,11,8,1,0,1,0
622,0,0.7,0,0,1,9,0.3,127,2,0,98,511.0,1.0,13,1,5,1,0,1,1
1290,1,,1,19,1,35,0.3,110,4,20,405,742.0,1.0,16,2,8,1,0,0,1
1064,0,2.9,1,1,1,34,0.2,184,6,13,1175,1569.0,654.0,16,13,6,1,0,0,0
1657,1,2.4,0,3,0,42,0.1,198,5,16,1770,1796.0,2597.0,18,1,14,1,0,0,1
1759,1,1.4,0,10,1,15,0.4,101,4,13,382,1163.0,1.0,18,5,16,1,1,0,1
1617,1,2.4,0,8,1,36,0.8,85,1,9,743,1426.0,296.0,5,3,7,1,0,0,0
1730,0,2.0,1,0,1,20,0.1,143,4,10,418,1023.0,1.0,14,0,12,1,1,0,0
636,0,,0,8,1,28,0.9,152,2,15,148,742.0,2927.0,15,6,3,1,0,0,1
1177,0,0.9,0,1,0,11,1.0,181,4,7,945,1923.0,1887.0,8,5,11,1,1,1,0
1966,0,0.8,1,15,1,48,0.2,144,1,16,1242,1973.0,1252.0,6,4,19,1,1,1,1
1514,0,,0,0,0,27,0.2,118,3,1,186,1810.0,1152.0,8,3,20,0,1,1,1
1097,0,0.8,0,10,1,21,0.1,160,7,15,1277,1352.0,2219.0,15,6,12,1,0,1,1
1212,0,2.6,0,1,1,46,0.3,102,4,8,611,1715.0,2249.0,14,3,4,1,1,1,1
1972,0,1.2,1,0,0,37,0.7,102,2,1,715,1648.0,2870.0,16,0,17,0,0,0,1
697,0,2.7,1,5,1,20,0.4,173,2,6,478,1477.0,1.0,12,6,4,1,1,1,1
1681,1,2.5,1,6,0,18,0.3,167,1,7,850,1005.0,2265.0,5,3,20,1,1,1,1
1889,0,2.8,0,5,1,31,1.0,132,1,10,170,1106.0,3672.0,5,1,3,1,1,1,1
1395,1,2.8,0,0,1,55,0.6,118,3,1,782,1787.0,3373.0,11,2,16,1,1,0,1
509,1,0.6,1,2,1,9,0.1,93,5,15,1137,1224.0,513.0,19,10,12,1,0,0,0
1722,0,2.6,0,8,0,18,0.8,177,2,16,865,1741.0,1.0,14,0,15,1,0,1,1
913,0,1.7,1,1,1,41,0.3,103,1,14,431,1144.0,2278.0,15,3,18,1,1,0,0
708,0,1.9,0,0,0,26,0.3,116,7,1,206,620.0,1419.0,10,6,16,1,1,1,1
1202,1,2.4,1,0,0,19,0.1,122,2,1,404,1742.0,1.0,19,0,3,0,0,0,0
1987,1,0.5,0,3,1,53,1.0,181,3,7,1052,1516.0,1.0,18,5,8,1,1,1,1
513,0,1.9,0,8,0,27,0.4,174,8,13,282,710.0,3400.0,16,6,13,0,1,1,1
1944,0,0.6,1,9,1,59,0.2,132,7,10,634,1079.0,769.0,19,13,3,1,0,1,0
1405,0,1.7,0,0,0,8,0.3,107,4,7,284,1036.0,2376.0,19,6,11,0,1,0,1
991,0,2.0,0,2,1,12,0.3,158,5,6,1209,1678.0,2014.0,11,9,10,1,0,0,1
959,1,1.3,1,0,0,36,0.4,196,5,14,1313,1331.0,1.0,19,1,8,1,1,1,1
1314,0,2.9,1,8,1,41,0.1,155,4,12,113,,626.0,10,4,4,1,1,1,0
707,0,0.5,0,0,1,16,0.1,194,2,0,1027,1508.0,1.0,17,14,12,1,1,1,0
550,1,0.5,0,16,1,23,0.1,145,2,17,486,1930.0,,18,5,8,1,0,0,0
1309,0,1.1,1,0,0,33,0.5,100,4,14,557,1402.0,2334.0,10,1,11,1,0,1,1
1108,1,1.3,1,14,1,2,0.3,169,7,20,208,1742.0,1229.0,5,3,4,1,1,0,0
1834,0,,0,7,1,40,0.1,99,4,11,0,,1.0,13,0,16,1,1,0,1
1969,0,1.2,1,9,0,63,0.2,132,4,11,390,756.0,298.0,10,1,10,1,1,0,0
964,0,2.0,0,0,1,22,0.7,86,8,0,225,1234.0,2577.0,17,16,5,1,1,0,1
875,1,0.7,1,1,0,30,0.7,146,8,8,469,853.0,702.0,19,15,15,1,1,1,0
1199,1,2.5,1,15,1,16,0.2,116,4,20,1168,,3448.0,17,13,10,1,0,1,1
1310,1,1.1,1,13,0,7,1.0,194,5,14,117,513.0,3182.0,8,4,5,1,1,0,1
1224,0,,0,16,1,6,0.4,109,6,18,747,826.0,506.0,10,0,11,1,1,1,0
1425,0,1.2,0,9,1,35,0.7,127,8,14,150,1897.0,590.0,13,2,6,1,1,1,0
1484,0,3.0,0,3,0,12,0.6,134,3,5,916,969.0,1457.0,14,4,20,1,1,0,0
721,1,2.7,1,1,1,15,0.2,102,5,18,655,1255.0,,10,0,5,1,1,1,1
972,1,1.3,0,8,0,44,0.7,82,7,10,297,589.0,3925.0,7,6,7,0,1,0,1
1698,0,2.8,0,10,1,7,0.8,131,8,12,26,508.0,,15,3,17,1,1,0,1
893,0,2.5,1,0,0,55,0.6,183,2,1,417,946.0,2986.0,7,1,6,0,1,1,1
1565,1,0.5,0,0,0,38,0.1,121,5,1,781,1364.0,1.0,19,17,7,1,1,1,0
1112,0,,0,0,1,12,0.9,190,4,6,777,1119.0,,11,0,20,1,1,1,1
1042,0,2.7,1,16,1,50,0.8,93,7,18,727,1705.0,3215.0,18,0,20,1,1,1,1
1550,1,2.7,0,2,0,32,0.1,126,7,5,1541,,1571.0,12,3,14,0,0,0,1
1382,1,0.5,0,7,1,13,0.3,199,2,18,612,719.0,1.0,16,7,9,1,0,1,0
1757,0,,0,8,0,49,0.5,180,6,14,265,,2056.0,7,5,4,0,0,0,0
1379,0,1.1,0,5,1,36,0.8,200,2,7,538,1376.0,1.0,5,4,17,1,1,1,1
977,1,1.1,1,2,0,57,0.6,181,6,7,63,566.0,1206.0,7,1,8,0,1,1,0
1423,0,0.6,0,12,0,44,0.8,131,5,13,501,640.0,1.0,10,8,9,0,0,0,0
508,1,1.3,0,1,0,50,0.7,82,5,9,102,1195.0,2175.0,14,4,14,0,0,1,0
696,1,2.4,0,11,1,35,0.2,103,3,13,533,797.0,,14,11,4,1,0,1,0
1314,1,2.8,1,13,1,5,1.0,87,4,18,82,512.0,1.0,17,16,18,1,0,0,1
1590,0,1.5,1,12,1,14,0.5,187,4,15,1058,1109.0,2836.0,6,5,4,1,0,0,1
1234,0,1.7,1,8,0,17,0.9,174,6,15,209,725.0,1.0,12,9,19,0,0,1,1
858,0,2.2,0,1,0,50,0.1,84,1,2,528,1416.0,1.0,17,16,3,1,1,0,1
1531,0,2.0,0,0,1,60,0.4,162,6,1,625,765.0,1.0,13,11,7,1,0,0,1
853,1,2.0,0,10,1,3,0.6,200,2,16,674,,3701.0,15,8,8,1,1,0,1
1940,1,0.9,1,4,0,17,0.7,93,5,7,112,858.0,2297.0,14,6,8,0,1,0,1
1489,0,2.4,1,8,0,32,0.6,200,1,16,172,812.0,776.0,7,6,8,0,0,0,0
504,1,1.0,0,8,0,14,0.5,189,7,9,881,1129.0,1607.0,15,0,10,1,1,1,0
817,0,1.3,0,0,0,11,0.5,144,3,11,722,766.0,2039.0,11,6,19,0,1,0,0
1520,1,,0,5,1,33,0.5,177,8,18,151,1005.0,1.0,14,9,13,1,1,1,1
1035,1,2.7,0,1,0,40,0.2,157,5,15,757,1912.0,3548.0,14,4,5,0,1,1,1
911,1,2.2,1,1,1,28,0.5,182,2,2,157,763.0,2638.0,8,4,13,1,1,1,0
921,0,0.6,1,1,0,60,0.1,83,2,3,1211,1229.0,1.0,10,0,6,0,0,1,0
1227,1,1.1,1,0,0,34,0.2,130,3,3,935,,1324.0,7,3,12,0,1,1,0
1136,0,0.5,0,0,1,9,0.9,150,6,2,1307,1767.0,1.0,9,5,16,1,0,1,1
909,1,1.4,0,0,0,53,0.3,82,8,0,635,973.0,3187.0,12,9,4,1,0,0,1
1701,1,0.5,0,13,1,46,0.9,115,2,15,364,828.0,1.0,11,0,10,1,1,0,1
1688,0,2.5,0,0,1,21,0.2,170,7,0,650,864.0,3984.0,17,14,8,1,1,1,1
1444,1,2.1,0,9,0,38,0.4,104,7,16,624,917.0,3764.0,14,9,10,0,0,0,1
1270,1,2.3,0,0,0,58,0.5,104,5,1,1512,1716.0,3299.0,13,4,16,0,0,1,1
1742,1,,0,3,0,49,0.8,100,1,9,1134,1469.0,1947.0,5,4,6,1,0,1,1
1083,1,2.0,0,3,0,41,0.7,158,5,5,937,1164.0,1543.0,18,3,10,0,0,1,0
1043,1,0.5,0,7,0,42,0.1,111,3,8,716,1626.0,1.0,16,9,6,0,1,0,0
1702,1,2.3,0,12,1,52,0.5,145,2,15,1397,1491.0,2501.0,16,12,4,1,0,0,1
999,1,,1,0,1,27,0.1,167,4,1,20,745.0,1344.0,17,10,5,1,0,0,0
1012,0,0.5,1,4,0,39,0.1,161,4,6,882,1195.0,2802.0,8,0,10,1,1,0,1
633,1,2.2,0,0,1,49,0.1,139,8,1,529,1009.0,3560.0,11,1,16,1,1,1,1
1128,1,1.1,0,9,1,46,0.9,135,8,10,751,1582.0,1434.0,5,0,11,1,0,0,0
682,1,0.5,0,4,0,19,1.0,121,4,11,902,1064.0,2337.0,11,1,18,0,1,1,0
1162,0,,0,0,1,56,0.7,114,7,1,56,997.0,1652.0,5,0,50,1,0,0,0
667,1,0.6,0,6,1,3,0.7,185,6,13,13,1463.0,2855.0,5,0,19,1,0,1,1
759,0,2.5,0,3,1,39,0.3,162,2,8,110,1317.0,1.0,6,2,2,1,0,0,0
1315,1,2.6,0,7,0,64,0.8,128,7,16,59,575.0,3278.0,6,3,13,0,0,0,1
1623,1,1.2,0,6,1,61,0.9,120,7,12,1568,1832.0,1510.0,12,10,17,1,1,0,1
1128,1,1.4,0,12,0,53,0.4,84,5,14,609,1370.0,2982.0,14,9,12,1,1,0,1
686,1,0.5,0,11,0,3,0.3,91,6,15,1109,1392.0,570.0,7,6,19,0,1,0,0
1159,1,,0,5,1,18,0.5,83,1,7,681,723.0,1.0,8,1,3,1,1,0,0
1824,1,1.9,1,9,1,2,0.7,103,1,14,50,1105.0,,12,2,19,1,1,0,1
1937,1,1.7,0,17,0,58,0.6,189,1,19,1728,1767.0,3321.0,5,4,14,1,1,0,1
1913,1,1.8,0,0,0,29,0.6,111,5,4,675,742.0,1.0,17,13,8,1,1,0,1
1066,0,1.6,0,5,0,39,0.6,131,5,17,401,1586.0,1.0,6,0,17,1,1,1,1
1117,1,0.6,1,0,0,31,0.2,146,2,7,1258,1627.0,2003.0,8,7,14,0,1,1,1
1126,1,2.4,0,2,1,10,0.4,160,6,3,1223,1611.0,2050.0,7,6,12,1,1,1,1
1703,1,0.5,0,5,1,23,0.2,92,6,7,134,521.0,1.0,7,3,17,1,1,0,0
1617,1,2.6,0,14,0,29,0.9,113,6,20,283,676.0,,13,1,18,0,0,0,1
547,0,,1,1,0,37,0.4,154,5,4,371,541.0,2705.0,17,3,10,1,1,0,0
1068,0,0.5,1,0,1,19,0.9,197,8,9,322,875.0,1.0,19,12,12,1,1,0,0
1113,0,,1,0,0,25,0.3,145,1,10,1047,1312.0,1.0,11,2,12,1,0,1,0
1122,0,0.5,0,0,1,40,0.3,156,7,14,675,1163.0,1456.0,9,3,20,1,1,0,0
1413,0,0.6,0,0,1,13,0.1,128,1,0,1323,,515.0,5,0,18,1,1,0,0
645,0,,0,10,1,63,1.0,174,4,14,278,,1.0,18,8,13,1,0,1,1
805,1,1.7,1,0,1,58,0.9,168,3,10,81,1544.0,1.0,7,6,2,1,0,0,1
832,1,0.5,0,5,1,22,0.6,198,1,8,343,1431.0,1666.0,15,4,20,1,1,1,0
658,1,2.7,0,0,1,12,0.9,103,7,3,1156,1750.0,3587.0,14,11,20,1,0,0,1
1034,1,2.7,1,6,0,37,0.7,120,7,20,707,1199.0,,17,1,12,0,1,1,1
591,0,2.1,1,18,1,16,0.5,196,7,20,952,1726.0,1.0,14,5,4,1,1,1,0
695,0,1.2,0,1,1,41,0.4,169,8,8,789,1211.0,2282.0,5,2,17,1,1,0,0
1821,0,1.7,0,4,1,10,0.8,139,8,10,381,1018.0,3220.0,13,8,18,1,0,1,1
578,1,0.5,0,9,1,62,0.3,170,5,13,626,1134.0,2977.0,15,12,5,1,1,1,1
1189,1,1.9,0,5,0,7,0.5,164,2,20,79,615.0,841.0,13,10,11,0,1,0,0
969,0,1.8,1,2,1,44,0.6,158,3,7,167,909.0,641.0,9,1,8,1,0,1,0
601,1,1.4,0,4,1,4,0.1,154,4,13,356,765.0,,12,8,10,1,1,1,0
1171,1,1.7,1,2,0,19,0.3,167,7,19,248,755.0,1.0,6,5,8,0,0,0,0
